2.164502164502164305e+01,1.904761904761904745e+01,1.168831168831168732e+01,1.212121212121212110e+01,1.255411255411255311e+01,1.818181818181818343e+01,1.948051948051948301e+01,2.207792207792207861e+01,1.948051948051948301e+01,1.471861471861472026e+01,1.168831168831168732e+01,1.471861471861472026e+01,2.380952380952380665e+01,1.774891774891775142e+01,2.034632034632034703e+01,1.341991341991342068e+01,9.956709956709957510e+00,2.077922077922077904e+01,1.298701298701298512e+01,1.774891774891775142e+01,1.645021645021645185e+01,1.341991341991342068e+01,2.251082251082251062e+01,1.991341991341991502e+01,1.298701298701298512e+01,1.298701298701298512e+01,9.956709956709957510e+00,1.168831168831168732e+01,1.774891774891775142e+01,2.121212121212121104e+01,1.428571428571428470e+01,1.125541125541125531e+01,1.038961038961038952e+01,2.380952380952380665e+01,9.523809523809523725e+00,1.038961038961038952e+01,1.168831168831168732e+01,1.038961038961038952e+01,1.212121212121212110e+01,1.255411255411255311e+01,9.523809523809523725e+00,9.523809523809523725e+00,1.168831168831168732e+01,9.956709956709957510e+00,1.038961038961038952e+01,1.515151515151515227e+01,9.523809523809523725e+00,1.125541125541125531e+01,1.082251082251082153e+01,1.038961038961038952e+01,1.341991341991342068e+01,1.212121212121212110e+01,1.385281385281385269e+01,1.904761904761904745e+01,2.077922077922077904e+01,1.255411255411255311e+01,1.428571428571428470e+01,2.077922077922077904e+01,1.991341991341991502e+01,2.121212121212121104e+01,1.515151515151515227e+01,1.515151515151515227e+01,1.861471861471861544e+01,1.471861471861472026e+01,1.558441558441558428e+01,1.645021645021645185e+01,1.731601731601731586e+01,1.688311688311688386e+01,1.341991341991342068e+01,1.558441558441558428e+01,2.121212121212121104e+01,9.523809523809523725e+00,1.645021645021645185e+01
1.558441558441558428e+01,1.341991341991342068e+01,2.597402597402597380e+00,3.896103896103896069e+00,3.896103896103896069e+00,1.255411255411255311e+01,1.341991341991342068e+01,1.601731601731601629e+01,1.341991341991342068e+01,7.792207792207792139e+00,2.164502164502164483e+00,6.493506493506492561e+00,1.904761904761904745e+01,1.168831168831168732e+01,1.428571428571428470e+01,6.493506493506492561e+00,1.731601731601731586e+00,1.471861471861472026e+01,5.194805194805194759e+00,1.255411255411255311e+01,1.038961038961038952e+01,3.896103896103896069e+00,1.818181818181818343e+01,1.341991341991342068e+01,3.896103896103896069e+00,4.761904761904761862e+00,4.329004329004328966e-01,2.164502164502164483e+00,1.168831168831168732e+01,1.515151515151515227e+01,5.627705627705627656e+00,3.030303030303030276e+00,1.298701298701298690e+00,1.818181818181818343e+01,0.000000000000000000e+00,1.298701298701298690e+00,1.038961038961038952e+01,1.298701298701298690e+00,3.030303030303030276e+00,5.194805194805194759e+00,9.523809523809523725e+00,0.000000000000000000e+00,3.030303030303030276e+00,4.329004329004328966e-01,8.658008658008657932e-01,6.493506493506492561e+00,0.000000000000000000e+00,2.597402597402597380e+00,1.731601731601731586e+00,8.658008658008657932e-01,6.493506493506492561e+00,5.194805194805194759e+00,5.194805194805194759e+00,1.298701298701298512e+01,1.515151515151515227e+01,3.463203463203463173e+00,8.658008658008657932e+00,1.601731601731601629e+01,1.385281385281385269e+01,1.731601731601731586e+01,7.792207792207792139e+00,1.082251082251082153e+01,1.341991341991342068e+01,9.090909090909091717e+00,9.523809523809523725e+00,1.125541125541125531e+01,1.341991341991342068e+01,1.038961038961038952e+01,6.493506493506492561e+00,8.658008658008657932e+00,1.688311688311688386e+01,4.329004329004328966e-01,9.956709956709957510e+00
1.818181818181818343e+01,1.558441558441558428e+01,5.627705627705627656e+00,6.060606060606060552e+00,6.926406926406926345e+00,1.428571428571428470e+01,1.515151515151515227e+01,1.818181818181818343e+01,1.601731601731601629e+01,1.082251082251082153e+01,5.194805194805194759e+00,8.225108225108225923e+00,2.077922077922077904e+01,1.341991341991342068e+01,1.601731601731601629e+01,8.225108225108225923e+00,4.761904761904761862e+00,1.558441558441558428e+01,7.792207792207792139e+00,1.428571428571428470e+01,1.212121212121212110e+01,6.060606060606060552e+00,1.991341991341991502e+01,1.558441558441558428e+01,6.926406926406926345e+00,7.359307359307360130e+00,3.030303030303030276e+00,4.761904761904761862e+00,1.385281385281385269e+01,1.688311688311688386e+01,8.225108225108225923e+00,5.194805194805194759e+00,3.896103896103896069e+00,2.077922077922077904e+01,3.030303030303030276e+00,4.329004329004328966e+00,1.168831168831168732e+01,4.329004329004328966e+00,5.627705627705627656e+00,8.225108225108225923e+00,1.168831168831168732e+01,3.030303030303030276e+00,3.030303030303030276e+00,3.463203463203463173e+00,3.896103896103896069e+00,9.090909090909091717e+00,3.030303030303030276e+00,5.627705627705627656e+00,4.329004329004328966e+00,3.463203463203463173e+00,9.090909090909091717e+00,7.792207792207792139e+00,7.792207792207792139e+00,1.558441558441558428e+01,1.774891774891775142e+01,6.060606060606060552e+00,1.038961038961038952e+01,1.774891774891775142e+01,1.471861471861472026e+01,1.861471861471861544e+01,9.956709956709957510e+00,1.212121212121212110e+01,1.471861471861472026e+01,1.038961038961038952e+01,1.082251082251082153e+01,1.255411255411255311e+01,1.601731601731601629e+01,1.212121212121212110e+01,8.225108225108225923e+00,1.082251082251082153e+01,1.818181818181818343e+01,3.463203463203463173e+00,1.298701298701298512e+01
1.601731601731601629e+01,1.341991341991342068e+01,3.030303030303030276e+00,4.329004329004328966e+00,4.329004329004328966e+00,1.255411255411255311e+01,1.341991341991342068e+01,1.601731601731601629e+01,1.385281385281385269e+01,8.225108225108225923e+00,2.597402597402597380e+00,6.493506493506492561e+00,1.904761904761904745e+01,1.212121212121212110e+01,1.428571428571428470e+01,6.926406926406926345e+00,2.164502164502164483e+00,1.515151515151515227e+01,5.627705627705627656e+00,1.298701298701298512e+01,1.082251082251082153e+01,4.329004329004328966e+00,1.861471861471861544e+01,1.385281385281385269e+01,4.329004329004328966e+00,5.194805194805194759e+00,8.658008658008657932e-01,2.597402597402597380e+00,1.212121212121212110e+01,1.558441558441558428e+01,6.060606060606060552e+00,3.463203463203463173e+00,1.731601731601731586e+00,1.861471861471861544e+01,4.329004329004328966e-01,1.731601731601731586e+00,1.082251082251082153e+01,1.731601731601731586e+00,3.463203463203463173e+00,5.627705627705627656e+00,9.956709956709957510e+00,4.329004329004328966e-01,3.463203463203463173e+00,4.329004329004328966e-01,1.298701298701298690e+00,6.926406926406926345e+00,4.329004329004328966e-01,2.597402597402597380e+00,2.164502164502164483e+00,1.298701298701298690e+00,6.926406926406926345e+00,5.627705627705627656e+00,5.627705627705627656e+00,1.341991341991342068e+01,1.558441558441558428e+01,3.896103896103896069e+00,9.090909090909091717e+00,1.601731601731601629e+01,1.428571428571428470e+01,1.774891774891775142e+01,8.225108225108225923e+00,1.082251082251082153e+01,1.385281385281385269e+01,9.523809523809523725e+00,9.956709956709957510e+00,1.168831168831168732e+01,1.385281385281385269e+01,1.082251082251082153e+01,6.926406926406926345e+00,9.090909090909091717e+00,1.688311688311688386e+01,8.658008658008657932e-01,1.038961038961038952e+01
1.601731601731601629e+01,1.385281385281385269e+01,3.463203463203463173e+00,4.761904761904761862e+00,4.761904761904761862e+00,1.341991341991342068e+01,1.385281385281385269e+01,1.645021645021645185e+01,1.341991341991342068e+01,8.225108225108225923e+00,2.597402597402597380e+00,7.359307359307360130e+00,1.904761904761904745e+01,1.212121212121212110e+01,1.471861471861472026e+01,7.359307359307360130e+00,2.597402597402597380e+00,1.515151515151515227e+01,5.627705627705627656e+00,1.298701298701298512e+01,1.038961038961038952e+01,4.761904761904761862e+00,1.904761904761904745e+01,1.428571428571428470e+01,4.329004329004328966e+00,5.627705627705627656e+00,1.298701298701298690e+00,3.030303030303030276e+00,1.255411255411255311e+01,1.558441558441558428e+01,6.060606060606060552e+00,3.896103896103896069e+00,2.164502164502164483e+00,1.904761904761904745e+01,8.658008658008657932e-01,2.164502164502164483e+00,1.125541125541125531e+01,2.164502164502164483e+00,3.896103896103896069e+00,5.627705627705627656e+00,1.038961038961038952e+01,8.658008658008657932e-01,3.896103896103896069e+00,1.298701298701298690e+00,8.658008658008657932e-01,7.359307359307360130e+00,8.658008658008657932e-01,3.463203463203463173e+00,2.164502164502164483e+00,1.731601731601731586e+00,6.926406926406926345e+00,6.060606060606060552e+00,5.627705627705627656e+00,1.385281385281385269e+01,1.515151515151515227e+01,4.329004329004328966e+00,9.090909090909091717e+00,1.645021645021645185e+01,1.428571428571428470e+01,1.818181818181818343e+01,8.658008658008657932e+00,1.168831168831168732e+01,1.428571428571428470e+01,9.523809523809523725e+00,9.956709956709957510e+00,1.212121212121212110e+01,1.428571428571428470e+01,1.082251082251082153e+01,7.359307359307360130e+00,8.658008658008657932e+00,1.774891774891775142e+01,1.298701298701298690e+00,1.082251082251082153e+01
1.774891774891775142e+01,1.688311688311688386e+01,8.225108225108225923e+00,9.956709956709957510e+00,9.956709956709957510e+00,1.645021645021645185e+01,1.731601731601731586e+01,1.904761904761904745e+01,1.645021645021645185e+01,1.212121212121212110e+01,8.225108225108225923e+00,1.125541125541125531e+01,2.251082251082251062e+01,1.601731601731601629e+01,1.774891774891775142e+01,1.038961038961038952e+01,8.225108225108225923e+00,1.948051948051948301e+01,1.038961038961038952e+01,1.731601731601731586e+01,1.558441558441558428e+01,9.090909090909091717e+00,2.121212121212121104e+01,1.731601731601731586e+01,9.523809523809523725e+00,1.082251082251082153e+01,6.926406926406926345e+00,8.658008658008657932e+00,1.601731601731601629e+01,1.904761904761904745e+01,1.038961038961038952e+01,8.658008658008657932e+00,7.792207792207792139e+00,1.991341991341991502e+01,6.493506493506492561e+00,7.792207792207792139e+00,1.601731601731601629e+01,7.792207792207792139e+00,9.090909090909091717e+00,9.956709956709957510e+00,1.515151515151515227e+01,6.493506493506492561e+00,9.090909090909091717e+00,6.926406926406926345e+00,7.359307359307360130e+00,6.493506493506492561e+00,6.493506493506492561e+00,8.658008658008657932e+00,8.225108225108225923e+00,7.359307359307360130e+00,1.125541125541125531e+01,1.038961038961038952e+01,1.038961038961038952e+01,1.515151515151515227e+01,1.774891774891775142e+01,8.658008658008657932e+00,1.428571428571428470e+01,1.948051948051948301e+01,1.861471861471861544e+01,2.164502164502164305e+01,1.168831168831168732e+01,1.601731601731601629e+01,1.731601731601731586e+01,1.428571428571428470e+01,1.515151515151515227e+01,1.558441558441558428e+01,1.731601731601731586e+01,1.515151515151515227e+01,1.255411255411255311e+01,1.385281385281385269e+01,2.034632034632034703e+01,6.926406926406926345e+00,1.255411255411255311e+01
1.558441558441558428e+01,1.341991341991342068e+01,2.597402597402597380e+00,3.896103896103896069e+00,3.896103896103896069e+00,1.255411255411255311e+01,1.341991341991342068e+01,1.601731601731601629e+01,1.341991341991342068e+01,7.792207792207792139e+00,2.164502164502164483e+00,6.493506493506492561e+00,1.904761904761904745e+01,1.168831168831168732e+01,1.428571428571428470e+01,6.493506493506492561e+00,1.731601731601731586e+00,1.471861471861472026e+01,5.194805194805194759e+00,1.255411255411255311e+01,1.038961038961038952e+01,3.896103896103896069e+00,1.818181818181818343e+01,1.341991341991342068e+01,3.896103896103896069e+00,4.761904761904761862e+00,4.329004329004328966e-01,2.164502164502164483e+00,1.168831168831168732e+01,1.515151515151515227e+01,5.627705627705627656e+00,3.030303030303030276e+00,1.298701298701298690e+00,1.818181818181818343e+01,0.000000000000000000e+00,1.298701298701298690e+00,1.038961038961038952e+01,1.298701298701298690e+00,3.030303030303030276e+00,5.194805194805194759e+00,9.523809523809523725e+00,0.000000000000000000e+00,3.030303030303030276e+00,4.329004329004328966e-01,8.658008658008657932e-01,6.493506493506492561e+00,0.000000000000000000e+00,2.597402597402597380e+00,1.731601731601731586e+00,8.658008658008657932e-01,6.493506493506492561e+00,5.194805194805194759e+00,5.194805194805194759e+00,1.298701298701298512e+01,1.515151515151515227e+01,3.463203463203463173e+00,8.658008658008657932e+00,1.601731601731601629e+01,1.385281385281385269e+01,1.731601731601731586e+01,7.792207792207792139e+00,1.082251082251082153e+01,1.341991341991342068e+01,9.090909090909091717e+00,9.523809523809523725e+00,1.125541125541125531e+01,1.341991341991342068e+01,1.038961038961038952e+01,6.493506493506492561e+00,8.658008658008657932e+00,1.688311688311688386e+01,4.329004329004328966e-01,9.956709956709957510e+00
1.774891774891775142e+01,1.428571428571428470e+01,5.194805194805194759e+00,6.493506493506492561e+00,6.493506493506492561e+00,1.385281385281385269e+01,1.515151515151515227e+01,1.688311688311688386e+01,1.471861471861472026e+01,9.523809523809523725e+00,4.761904761904761862e+00,8.658008658008657932e+00,1.991341991341991502e+01,1.341991341991342068e+01,1.558441558441558428e+01,8.225108225108225923e+00,4.329004329004328966e+00,1.645021645021645185e+01,6.493506493506492561e+00,1.428571428571428470e+01,1.168831168831168732e+01,6.493506493506492561e+00,2.034632034632034703e+01,1.471861471861472026e+01,6.060606060606060552e+00,6.926406926406926345e+00,3.030303030303030276e+00,4.761904761904761862e+00,1.255411255411255311e+01,1.688311688311688386e+01,6.926406926406926345e+00,5.627705627705627656e+00,3.896103896103896069e+00,1.991341991341991502e+01,2.597402597402597380e+00,3.896103896103896069e+00,1.212121212121212110e+01,3.896103896103896069e+00,5.627705627705627656e+00,7.359307359307360130e+00,1.125541125541125531e+01,2.597402597402597380e+00,5.627705627705627656e+00,2.597402597402597380e+00,3.463203463203463173e+00,8.658008658008657932e+00,2.597402597402597380e+00,2.597402597402597380e+00,4.329004329004328966e+00,3.463203463203463173e+00,8.225108225108225923e+00,6.493506493506492561e+00,7.359307359307360130e+00,1.515151515151515227e+01,1.645021645021645185e+01,6.060606060606060552e+00,1.125541125541125531e+01,1.688311688311688386e+01,1.601731601731601629e+01,1.861471861471861544e+01,9.956709956709957510e+00,1.255411255411255311e+01,1.428571428571428470e+01,1.125541125541125531e+01,1.168831168831168732e+01,1.341991341991342068e+01,1.515151515151515227e+01,1.255411255411255311e+01,9.090909090909091717e+00,9.523809523809523725e+00,1.818181818181818343e+01,2.597402597402597380e+00,1.125541125541125531e+01
1.601731601731601629e+01,1.428571428571428470e+01,4.329004329004328966e+00,5.627705627705627656e+00,5.627705627705627656e+00,1.385281385281385269e+01,1.428571428571428470e+01,1.645021645021645185e+01,1.341991341991342068e+01,9.090909090909091717e+00,3.896103896103896069e+00,8.225108225108225923e+00,1.948051948051948301e+01,1.298701298701298512e+01,1.471861471861472026e+01,7.792207792207792139e+00,3.463203463203463173e+00,1.601731601731601629e+01,5.194805194805194759e+00,1.298701298701298512e+01,1.082251082251082153e+01,5.627705627705627656e+00,1.904761904761904745e+01,1.515151515151515227e+01,5.627705627705627656e+00,6.060606060606060552e+00,2.164502164502164483e+00,3.463203463203463173e+00,1.255411255411255311e+01,1.688311688311688386e+01,6.926406926406926345e+00,4.761904761904761862e+00,2.597402597402597380e+00,1.904761904761904745e+01,1.731601731601731586e+00,3.030303030303030276e+00,1.168831168831168732e+01,3.030303030303030276e+00,3.896103896103896069e+00,6.493506493506492561e+00,1.082251082251082153e+01,1.731601731601731586e+00,4.329004329004328966e+00,2.164502164502164483e+00,2.164502164502164483e+00,8.225108225108225923e+00,1.731601731601731586e+00,4.329004329004328966e+00,1.731601731601731586e+00,2.164502164502164483e+00,6.926406926406926345e+00,5.627705627705627656e+00,6.926406926406926345e+00,1.428571428571428470e+01,1.515151515151515227e+01,5.194805194805194759e+00,9.956709956709957510e+00,1.688311688311688386e+01,1.515151515151515227e+01,1.818181818181818343e+01,9.090909090909091717e+00,1.212121212121212110e+01,1.428571428571428470e+01,1.082251082251082153e+01,1.125541125541125531e+01,1.255411255411255311e+01,1.471861471861472026e+01,1.168831168831168732e+01,7.792207792207792139e+00,8.658008658008657932e+00,1.731601731601731586e+01,2.164502164502164483e+00,1.125541125541125531e+01
1.645021645021645185e+01,1.428571428571428470e+01,3.463203463203463173e+00,4.761904761904761862e+00,4.761904761904761862e+00,1.341991341991342068e+01,1.385281385281385269e+01,1.645021645021645185e+01,1.385281385281385269e+01,8.658008658008657932e+00,3.030303030303030276e+00,7.359307359307360130e+00,1.948051948051948301e+01,1.255411255411255311e+01,1.471861471861472026e+01,6.926406926406926345e+00,2.597402597402597380e+00,1.515151515151515227e+01,5.627705627705627656e+00,1.298701298701298512e+01,1.082251082251082153e+01,4.761904761904761862e+00,1.904761904761904745e+01,1.428571428571428470e+01,4.329004329004328966e+00,5.194805194805194759e+00,1.298701298701298690e+00,2.164502164502164483e+00,1.212121212121212110e+01,1.601731601731601629e+01,6.060606060606060552e+00,3.896103896103896069e+00,1.298701298701298690e+00,1.904761904761904745e+01,8.658008658008657932e-01,2.164502164502164483e+00,1.082251082251082153e+01,2.164502164502164483e+00,3.463203463203463173e+00,6.060606060606060552e+00,1.038961038961038952e+01,8.658008658008657932e-01,3.463203463203463173e+00,1.298701298701298690e+00,1.731601731601731586e+00,7.359307359307360130e+00,8.658008658008657932e-01,3.463203463203463173e+00,2.164502164502164483e+00,8.658008658008657932e-01,6.926406926406926345e+00,5.627705627705627656e+00,6.060606060606060552e+00,1.385281385281385269e+01,1.558441558441558428e+01,4.329004329004328966e+00,9.090909090909091717e+00,1.645021645021645185e+01,1.385281385281385269e+01,1.731601731601731586e+01,8.658008658008657932e+00,1.168831168831168732e+01,1.341991341991342068e+01,9.956709956709957510e+00,1.038961038961038952e+01,1.212121212121212110e+01,1.428571428571428470e+01,1.082251082251082153e+01,6.926406926406926345e+00,9.090909090909091717e+00,1.688311688311688386e+01,1.298701298701298690e+00,1.082251082251082153e+01
1.861471861471861544e+01,1.774891774891775142e+01,8.658008658008657932e+00,1.038961038961038952e+01,9.523809523809523725e+00,1.688311688311688386e+01,1.645021645021645185e+01,1.774891774891775142e+01,1.385281385281385269e+01,9.956709956709957510e+00,7.792207792207792139e+00,1.255411255411255311e+01,2.207792207792207861e+01,1.558441558441558428e+01,1.731601731601731586e+01,9.956709956709957510e+00,8.225108225108225923e+00,1.861471861471861544e+01,7.792207792207792139e+00,1.385281385281385269e+01,1.212121212121212110e+01,9.523809523809523725e+00,2.121212121212121104e+01,1.731601731601731586e+01,9.090909090909091717e+00,1.038961038961038952e+01,6.926406926406926345e+00,7.792207792207792139e+00,1.428571428571428470e+01,1.948051948051948301e+01,8.658008658008657932e+00,9.090909090909091717e+00,6.926406926406926345e+00,2.121212121212121104e+01,6.493506493506492561e+00,7.792207792207792139e+00,1.471861471861472026e+01,7.792207792207792139e+00,7.792207792207792139e+00,7.792207792207792139e+00,1.341991341991342068e+01,6.493506493506492561e+00,9.090909090909091717e+00,6.926406926406926345e+00,6.926406926406926345e+00,1.125541125541125531e+01,6.493506493506492561e+00,8.225108225108225923e+00,6.926406926406926345e+00,6.926406926406926345e+00,6.493506493506492561e+00,8.225108225108225923e+00,9.956709956709957510e+00,1.688311688311688386e+01,1.515151515151515227e+01,9.956709956709957510e+00,1.298701298701298512e+01,1.774891774891775142e+01,1.861471861471861544e+01,1.991341991341991502e+01,1.212121212121212110e+01,1.471861471861472026e+01,1.601731601731601629e+01,1.341991341991342068e+01,1.428571428571428470e+01,1.515151515151515227e+01,1.688311688311688386e+01,1.471861471861472026e+01,1.255411255411255311e+01,1.082251082251082153e+01,2.034632034632034703e+01,6.493506493506492561e+00,1.341991341991342068e+01
1.731601731601731586e+01,1.601731601731601629e+01,7.359307359307360130e+00,9.090909090909091717e+00,8.225108225108225923e+00,1.515151515151515227e+01,1.558441558441558428e+01,1.645021645021645185e+01,1.385281385281385269e+01,1.125541125541125531e+01,7.359307359307360130e+00,1.038961038961038952e+01,1.991341991341991502e+01,1.385281385281385269e+01,1.601731601731601629e+01,9.090909090909091717e+00,6.926406926406926345e+00,1.774891774891775142e+01,6.060606060606060552e+00,1.385281385281385269e+01,1.168831168831168732e+01,8.658008658008657932e+00,2.121212121212121104e+01,1.601731601731601629e+01,8.225108225108225923e+00,8.658008658008657932e+00,5.627705627705627656e+00,6.493506493506492561e+00,1.255411255411255311e+01,1.818181818181818343e+01,9.090909090909091717e+00,7.792207792207792139e+00,6.060606060606060552e+00,1.948051948051948301e+01,5.194805194805194759e+00,6.060606060606060552e+00,1.298701298701298512e+01,6.493506493506492561e+00,7.359307359307360130e+00,7.792207792207792139e+00,1.212121212121212110e+01,5.194805194805194759e+00,7.792207792207792139e+00,5.627705627705627656e+00,6.060606060606060552e+00,1.038961038961038952e+01,5.194805194805194759e+00,6.493506493506492561e+00,5.627705627705627656e+00,5.627705627705627656e+00,8.225108225108225923e+00,5.194805194805194759e+00,9.523809523809523725e+00,1.601731601731601629e+01,1.515151515151515227e+01,8.225108225108225923e+00,1.341991341991342068e+01,1.731601731601731586e+01,1.688311688311688386e+01,1.818181818181818343e+01,1.125541125541125531e+01,1.428571428571428470e+01,1.471861471861472026e+01,1.385281385281385269e+01,1.428571428571428470e+01,1.471861471861472026e+01,1.558441558441558428e+01,1.428571428571428470e+01,1.082251082251082153e+01,9.523809523809523725e+00,1.861471861471861544e+01,5.194805194805194759e+00,1.168831168831168732e+01
1.948051948051948301e+01,1.688311688311688386e+01,7.359307359307360130e+00,8.658008658008657932e+00,8.658008658008657932e+00,1.645021645021645185e+01,1.645021645021645185e+01,1.948051948051948301e+01,1.645021645021645185e+01,1.168831168831168732e+01,6.926406926406926345e+00,1.125541125541125531e+01,2.251082251082251062e+01,1.558441558441558428e+01,1.774891774891775142e+01,1.082251082251082153e+01,6.926406926406926345e+00,1.818181818181818343e+01,9.523809523809523725e+00,1.645021645021645185e+01,1.428571428571428470e+01,9.090909090909091717e+00,1.991341991341991502e+01,1.731601731601731586e+01,7.792207792207792139e+00,9.523809523809523725e+00,5.627705627705627656e+00,6.926406926406926345e+00,1.515151515151515227e+01,1.904761904761904745e+01,9.523809523809523725e+00,7.792207792207792139e+00,6.493506493506492561e+00,2.207792207792207861e+01,5.194805194805194759e+00,6.493506493506492561e+00,1.471861471861472026e+01,6.493506493506492561e+00,7.792207792207792139e+00,9.090909090909091717e+00,1.385281385281385269e+01,5.194805194805194759e+00,7.792207792207792139e+00,5.627705627705627656e+00,5.627705627705627656e+00,1.038961038961038952e+01,5.194805194805194759e+00,7.359307359307360130e+00,6.926406926406926345e+00,6.060606060606060552e+00,9.956709956709957510e+00,9.523809523809523725e+00,5.194805194805194759e+00,1.688311688311688386e+01,1.774891774891775142e+01,8.225108225108225923e+00,1.255411255411255311e+01,1.904761904761904745e+01,1.731601731601731586e+01,2.121212121212121104e+01,1.255411255411255311e+01,1.515151515151515227e+01,1.731601731601731586e+01,1.255411255411255311e+01,1.341991341991342068e+01,1.558441558441558428e+01,1.731601731601731586e+01,1.471861471861472026e+01,1.082251082251082153e+01,1.255411255411255311e+01,2.034632034632034703e+01,5.627705627705627656e+00,1.385281385281385269e+01
2.164502164502164305e+01,2.121212121212121104e+01,1.515151515151515227e+01,1.601731601731601629e+01,1.558441558441558428e+01,2.077922077922077904e+01,2.251082251082251062e+01,2.337662337662337464e+01,2.164502164502164305e+01,1.904761904761904745e+01,1.515151515151515227e+01,1.688311688311688386e+01,2.683982683982684136e+01,2.164502164502164305e+01,2.337662337662337464e+01,1.645021645021645185e+01,1.471861471861472026e+01,2.164502164502164305e+01,1.645021645021645185e+01,2.121212121212121104e+01,2.034632034632034703e+01,1.515151515151515227e+01,2.424242424242424221e+01,1.991341991341991502e+01,1.601731601731601629e+01,1.731601731601731586e+01,1.341991341991342068e+01,1.515151515151515227e+01,1.948051948051948301e+01,1.991341991341991502e+01,1.731601731601731586e+01,1.558441558441558428e+01,1.385281385281385269e+01,2.554112554112554179e+01,1.298701298701298512e+01,1.385281385281385269e+01,1.991341991341991502e+01,1.428571428571428470e+01,1.515151515151515227e+01,1.558441558441558428e+01,1.904761904761904745e+01,1.298701298701298512e+01,1.558441558441558428e+01,1.341991341991342068e+01,1.385281385281385269e+01,1.515151515151515227e+01,1.298701298701298512e+01,1.515151515151515227e+01,1.428571428571428470e+01,1.385281385281385269e+01,1.688311688311688386e+01,1.601731601731601629e+01,1.688311688311688386e+01,1.298701298701298512e+01,2.294372294372294263e+01,1.471861471861472026e+01,1.948051948051948301e+01,2.251082251082251062e+01,2.207792207792207861e+01,2.424242424242424221e+01,1.645021645021645185e+01,1.948051948051948301e+01,2.164502164502164305e+01,1.774891774891775142e+01,1.774891774891775142e+01,1.904761904761904745e+01,1.818181818181818343e+01,1.861471861471861544e+01,1.818181818181818343e+01,1.904761904761904745e+01,2.424242424242424221e+01,1.341991341991342068e+01,1.904761904761904745e+01
2.294372294372294263e+01,2.337662337662337464e+01,1.645021645021645185e+01,1.861471861471861544e+01,1.774891774891775142e+01,2.424242424242424221e+01,2.034632034632034703e+01,1.948051948051948301e+01,1.515151515151515227e+01,1.688311688311688386e+01,1.558441558441558428e+01,1.861471861471861544e+01,2.554112554112554179e+01,2.077922077922077904e+01,2.294372294372294263e+01,1.688311688311688386e+01,1.688311688311688386e+01,2.424242424242424221e+01,1.515151515151515227e+01,1.904761904761904745e+01,1.774891774891775142e+01,1.818181818181818343e+01,2.597402597402597024e+01,2.294372294372294263e+01,1.601731601731601629e+01,1.731601731601731586e+01,1.558441558441558428e+01,1.645021645021645185e+01,1.861471861471861544e+01,2.424242424242424221e+01,1.601731601731601629e+01,1.731601731601731586e+01,1.558441558441558428e+01,2.467532467532467422e+01,1.515151515151515227e+01,1.601731601731601629e+01,2.207792207792207861e+01,1.645021645021645185e+01,1.645021645021645185e+01,1.558441558441558428e+01,2.077922077922077904e+01,1.515151515151515227e+01,1.774891774891775142e+01,1.558441558441558428e+01,1.515151515151515227e+01,1.774891774891775142e+01,1.515151515151515227e+01,1.645021645021645185e+01,1.515151515151515227e+01,1.558441558441558428e+01,1.515151515151515227e+01,1.515151515151515227e+01,1.774891774891775142e+01,2.294372294372294263e+01,1.515151515151515227e+01,1.645021645021645185e+01,2.077922077922077904e+01,2.121212121212121104e+01,2.424242424242424221e+01,2.337662337662337464e+01,2.077922077922077904e+01,2.251082251082251062e+01,2.121212121212121104e+01,2.164502164502164305e+01,2.207792207792207861e+01,2.251082251082251062e+01,2.251082251082251062e+01,2.164502164502164305e+01,2.034632034632034703e+01,1.688311688311688386e+01,2.554112554112554179e+01,1.515151515151515227e+01,1.904761904761904745e+01
